selected_crop_id,match_crop_id
431,45367
431,45443
431,46817
431,47345
431,49585
431,51478
431,53330
431,53984
431,54576
431,55202
431,58534
431,58664
431,118350
431,118814
431,119188
431,122775
431,123335
431,125014
431,125122
431,126593
431,127906
431,128244
431,128280
431,129929
431,138915
431,139373
431,139374
431,140413
431,143227
431,144143
431,147538
431,148142
431,150968
431,157078
431,30723
431,121928
432,432
432,409
432,6673
432,7635
432,8633
432,9224
432,10642
432,11343
432,11852
432,15383
432,16646
432,16873
432,17169
432,18215
432,18841
432,19110
432,19564
432,19763
432,21682
432,23475
432,27332
432,27641
432,29648
432,31025
432,33448
432,35615
432,35848
432,36636
432,37389
432,39862
432,43506
432,45367
432,45443
432,46817
432,47345
432,49585
432,51478
432,53330
432,53984
432,54576
432,55202
432,58534
432,58664
432,118350
432,118814
432,119188
432,122775
432,123335
432,125014
432,125122
432,126593
432,127906
432,128244
432,128280
432,129929
432,138915
432,139373
432,139374
432,140413
432,143227
432,144143
432,147538
432,148142
432,150968
432,157078
432,30723
432,121928
433,433
433,123332
433,136490
433,409
433,6673
433,7635
433,9224
433,10642
433,11343
433,11674
433,11852
433,15383
433,16646
433,16873
433,17169
433,18215
433,18841
433,19110
433,19564
433,19763
433,21682
433,23047
433,23475
433,27126
433,27332
433,27641
433,29648
433,30690
433,31025
433,33448
433,35615
433,36636
433,37389
433,43506
433,45367
433,45443
433,46817
433,47345
433,49585
433,51478
433,54576
433,55202
433,58534
433,58664
433,118350
433,118814
433,119188
433,122775
433,123333
433,123335
433,125014
433,125122
433,126593
433,127906
433,128244
433,128280
433,129929
433,138915
433,139373
433,139374
433,140413
433,144143
433,147538
433,148142
433,150968
433,30723
433,121928
437,437
437,5487
437,5488
437,8473
437,9195
437,9203
438,438
438,6286
438,7842
438,7843
438,8649
438,17949
438,17950
438,17951
449,449
449,11567
449,12642
449,12777
449,16793
449,23658
449,24097
449,34637
449,45728
449,54828
449,124206
449,137126
449,137915
449,153788
449,26965
449,46816
454,454
454,27920
454,449
454,11567
454,12642
454,12777
454,16793
454,23658
454,24097
454,27923
454,34637
454,45728
454,54828
454,124206
454,137126
454,137915
454,153788
454,26965
454,46816
462,462
462,1813
462,1822
462,8471
462,11079
462,11080
462,11082
462,11084
462,11086
462,11088
462,12741
462,13792
462,13793
462,126423
462,449
462,11091
462,12642
462,12777
462,13791
462,16793
462,24097
462,34637
462,45728
462,53677
462,54828
462,124206
462,153788
462,26965
462,46816
463,463
463,4622
463,8472
463,142568
463,449
463,6206
463,12642
463,12777
463,16793
463,23658
463,24097
463,34637
463,45728
463,54828
463,124206
463,137126
463,153788
463,26965
463,46816
463,143328
463,143329
